Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Merchant RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-Z Claim	Is prime	ASIN	Merchant SKU	Item Name	Return quantity	Return Reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim id	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount
112-0080554-0796228	11-Mar-2022	18-Mar-2022	Approved	DYKBNHxQRRMA	 	AmazonPrePaidLabel	5.52	USD	UPS	1Z2A05729069793744	Seller	N	N	B07CWH35FB	ABBRD-5SR21486840-SZ-8.5	Fila Memory Electro Volt 2 Womens Shoes Size 8.5, Color: Orange	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	43.19	1	 	 	 	 	 	 
112-5485949-5032218	24-Feb-2022	18-Mar-2022	Approved	DQS8NnxWRRMA	 	AmazonPrePaidLabel	9.14	USD	UPS	1Z2A05729069680160	Seller	N	N	B09BDL496D	AB-1119394BWHT-SZ-9.5	HOKA ONE ONE Clifton 8 Womens Shoes Size 9.5, Color: Black/White	1	AMZ-PG-APP-STYLE	Y	C-Returns	StandardRefund	 	 	179.90	1	 	 	 	 	 	 
112-2965916-9242612	10-Mar-2022	18-Mar-2022	Approved	DQSrN5x1RRMA	 	AmazonPrePaidLabel	8.08	USD	UPS	1Z2A05729069666800	Seller	N	N	B004DCBCQ2	ABBRD-P121Y0190-SZ-10.5	ASICS Men's GEL-Provost Low Sport Style Sneaker,White/Black/Silver,10.5 M US	1	AMZ-PG-APP-STYLE	Y	C-Returns	StandardRefund	 	 	64.90	1	 	 	 	 	 	 
112-7830684-3441807	05-Mar-2022	18-Mar-2022	Approved	DsSfNpx7RRMA	 	AmazonPrePaidLabel	5.52	USD	UPS	1Z2A05729069664857	Seller	N	N	B07S81G6N3	ABBRD-EF1649-SZ-7	adidas Predator 20.4 FxG Black/Black Soccer Shoes 7	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	 	 	69.28	1	 	 	 	 	 	 
113-7477745-9469837	14-Mar-2022	17-Mar-2022	Approved	DT4cNWx1RRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540002217958	Seller	N	N	B00KOLW7XI	ABBRD-G454Y3034-SZ-7.5	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,7.5 M US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	56.07	1	 	 	 	 	 	 
111-6711265-9550626	02-Mar-2022	17-Mar-2022	Approved	D44FNdxcRRMA	 	AmazonPrePaidLabel	8.46	USD	UPS	1Z2A05729069536441	Seller	N	N	B07S72Q1H7	ABBRD-EF1649-SZ-9	adidas Predator 20.4 FxG Black/Black Soccer Shoes 9	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	69.44	1	 	 	 	 	 	 
111-9074808-1745828	07-Mar-2022	17-Mar-2022	Approved	D44PNSx4RRMA	 	AmazonPrePaidLabel	5.52	USD	UPS	1Z2A05729069526434	Seller	N	N	B071ZZMDKX	ABBRD-S104243-M-SZ-9	Saucony Women's Peregrine 8 Running Shoe, Wine/Beach, 9 Medium US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	96.42	1	 	 	 	 	 	 
114-8476730-5308206	10-Mar-2022	17-Mar-2022	Approved	DB3RNwxtRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540002149716	Seller	N	N	B00KOLW86O	ABBRD-G454Y3034-SZ-8.5	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,8.5 M US	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	 	 	56.60	1	 	 	 	 	 	 
112-8230645-6062604	10-Mar-2022	17-Mar-2022	Approved	D8jKNBxDRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540002069977	Seller	N	N	B00KOH5X1A	ABBRD-G454Y3034-SZ-9	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,9 M US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	56.47	1	 	 	 	 	 	 
112-4715664-9557866	09-Mar-2022	17-Mar-2022	Approved	D41vNtxGRRMA	 	AmazonPrePaidLabel	5.52	USD	UPS	1Z2A05729069233367	Seller	N	N	B07XH9Y4RK	AB-EF3473-SZ-11	adidas Adizero Spark FBG57 Mens,White/Silver Metallic/White,11	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	76.02	1	 	 	 	 	 	 
